1,Post Date,Check,Description,Debit,Credit,Status,Balance
1,4/30/2023,,Descriptive Deposit Cash Back Reward,,10,Posted,300.09
1,4/30/2023,,POS WD 7-ELEVEN 8075 LEMMON DR     US  RENO         NVUS,11.08,,Posted,290.09
1,4/30/2023,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,3.99,,Posted,301.17
1,4/27/2023,,POS WD  CHATGPT SUBSCRIPTION   OPENAI.COM   CAUS,20,,Posted,305.16
1,4/27/2023,,Deposit Internet Transfer from xxx0643,,100,Posted,325.16
1,4/26/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,26.43,,Posted,225.16
1,4/25/2023,,POS WD  PHO RESTAURANT         RENO         NVUS,55.64,,Posted,251.59
1,4/25/2023,,POS WD  WINCO FOODS #17 2855 N Reno         NVUS,81.68,,Posted,307.23
1,4/25/2023,,POS WD  VZWRLSS*APOCC VISW     800-922-0204 FLUS,106.42,,Posted,388.91
1,4/25/2023,,External DP VENMO  - CASHOUT,,36.14,Posted,495.33
1,4/25/2023,,External DP VENMO  - CASHOUT,,36.15,Posted,459.19
1,4/25/2023,,POS WD  DNDBEYOND.CODDB CONTE  DNDBEYOND.COMWAUS,29.99,,Posted,423.04
1,4/24/2023,,POS WD  VENMO*                 Visa Direct  NYUS,29.9,,Posted,453.03
1,4/24/2023,,POS WD  CAT PERSON             855-918-2287 NYUS,111.06,,Posted,482.93
1,4/24/2023,,NOW Deposit  Zelle From MARIA APARICIO +1-800-421-6674,,70,Posted,593.99
1,4/24/2023,,External DP VENMO  - CASHOUT,,175.38,Posted,523.99
1,4/24/2023,,POS WD  PRESS START LLC        RENO         NVUS,15.52,,Posted,348.61
1,4/23/2023,,POS WD  SQ *BIBO COFFEE CO. / BReno         NVUS,10.74,,Posted,364.13
1,4/22/2023,,ATM Foreign Trns Fee (SYS),3,,Posted,374.87
1,4/22/2023,,POS WD  MICHAELS DELI          RENO         NVUS,32.11,,Posted,377.87
1,4/22/2023,,ATM Withdrawal PRESS START 1413 S VIRGINIA ST     Reno         NVUS,42.5,,Posted,409.98
1,4/22/2023,,POS WD  GALAXY THEATRE LEGENDS SPARKS       NVUS,32.75,,Posted,452.48
1,4/21/2023,,POS WD  SMITHS 5344            775-971-3310 NVUS,21.18,,Posted,485.23
1,4/21/2023,,POS WD  Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,506.41
1,4/21/2023,,POS WD  VENMO*                 Visa Direct  NYUS,759.74,,Posted,516.4
1,4/21/2023,,Deposit Internet Transfer from xxx0643,,760,Posted,1276.14
1,4/21/2023,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,120,,Posted,516.14
1,4/20/2023,,POS WD  COSTCO GAS #0025       RENO         NVUS,46.74,,Posted,636.14
1,4/20/2023,,POS WD  COSTCO WHSE #0025      RENO         NVUS,35.47,,Posted,682.88
1,4/20/2023,,Withdrawal rent,760,,Posted,718.35
1,4/20/2023,,External WD FARMERS INS  - EFT PYMT,17.21,,Posted,1478.35
1,4/20/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1495.56
1,4/19/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,4,,Posted,24.41
1,4/19/2023,,POS WD  DUTCH BROS             541-955-4700 ORUS,10,,Posted,28.41
1,4/18/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,10.39,,Posted,38.41
1,4/18/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,4.66,,Posted,48.8
1,4/18/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,2.15,,Posted,53.46
1,4/17/2023,,POS WD  ROMANOS 1184           RENO         NVUS,45.32,,Posted,55.61
1,4/16/2023,,POS WD APPLE COM ONE APPLE PARK WAY US  CUPERTINO    CAUS,2.99,,Posted,100.93
1,4/15/2023,,POS WD  VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,103.92
1,4/15/2023,,POS WD  BARNESNOBLE 5555 S. VirReno         NVUS,20.57,,Posted,117.76
1,4/15/2023,,POS WD  NETFLIX COM            LOS GATOS    CAUS,15.49,,Posted,138.33
1,4/15/2023,,POS WD  SPOTIFY                877-778-1161 NYUS,9.99,,Posted,153.82
1,4/14/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,23.78,,Posted,163.81
1,4/13/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,21.44,,Posted,187.59
1,4/13/2023,,POS WD  DUTCH BROS             541-955-4700 ORUS,10,,Posted,209.03
1,4/11/2023,,POS WD  WWW COSTCO COM         800-955-2292 WAUS,292.31,,Posted,219.03
1,4/11/2023,,POS WD APPLE COM ONE APPLE PARK WAY US  CUPERTINO    CAUS,4.99,,Posted,511.34
1,4/11/2023,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,130,,Posted,516.33
1,4/10/2023,,POS WD  COSTCO GAS #0025       RENO         NVUS,43.17,,Posted,646.33
1,4/10/2023,,Deposit Internet Transfer from xxx0643,,27.15,Posted,689.5
1,4/10/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,662.35
1,4/10/2023,,POS WD  EGG ROLL KING          RENO         NVUS,23.02,,Posted,762.35
1,4/8/2023,,POS WD  VENMO*                 Visa Direct  NYUS,157.47,,Posted,785.37
1,4/8/2023,,Deposit costco,,157.47,Posted,942.84
1,4/8/2023,,POS WD  COSTCO WHSE #0025      RENO         NVUS,3.24,,Posted,785.37
1,4/8/2023,,POS WD  SEATGEEK EVENT TICKETS HTTPSSEATGEEKNYUS,350.76,,Posted,788.61
1,4/8/2023,,Deposit Addis part of fob tickets,,175.38,Posted,1139.37
1,4/7/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,7.99,,Posted,963.99
1,4/7/2023,,External DP VENMO  - CASHOUT,,146.16,Posted,971.98
1,4/7/2023,,Withdrawal Internet Transfer to xxx0643,50,,Posted,825.82
1,4/7/2023,,POS WD  CHEWY.COM              800-672-4399 FLUS,57.84,,Posted,875.82
1,4/6/2023,,Deposit Morgans bday,,100,Posted,933.66
1,4/6/2023,,Withdrawal repay savings Costco Gas Morgan Bday groceries,541.07,,Posted,833.66
1,4/6/2023,,POS WD  ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,1374.73
1,4/5/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,7.98,,Posted,1416.66
1,4/5/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,28.8,,Posted,1424.64
1,4/5/2023,,POS WD  VENMO*                 Visa Direct  NYUS,23,,Posted,1453.44
1,4/5/2023,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,24,Posted,1476.44
1,4/5/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1452.44
1,4/4/2023,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,50,Posted,-18.71
1,4/4/2023,,Max OD Access Fee (SYS)  METLIFE PET            HTTPSWWW.PETFINUS,35,,Posted,-68.71
1,4/4/2023,,Overdraft Protection Deposit,,0.07,Posted,-33.71
1,4/4/2023,,POS WD  METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,-33.78
1,4/3/2023,,External WD GEICO  - PREM COLL,112.88,,Posted,1.88
1,4/1/2023,,POS WD  IC* INSTACART          HTTPSINSTACARCAUS,29.18,,Posted,114.76
1,3/31/2023,,Descriptive Deposit Cash Back Reward,,10,Posted,143.94
1,3/30/2023,,ATM Deposit GREATER NEVADA CU 1095 N HILLS BLVD      RENO         NVUS,,30,Posted,133.94
1,3/30/2023,,POS WD  COSTCO WHSE #0025      RENO         NVUS,40.53,,Posted,103.94
1,3/29/2023,,POS WD  VENMO*                 Visa Direct  NYUS,18.5,,Posted,144.47
1,3/29/2023,,"POS WD  ELLEN B. MCBRIDE, A PRORENO         NVUS",100,,Posted,162.97
1,3/28/2023,,Deposit Internet Transfer from xxx0643,,51,Posted,262.97
1,3/28/2023,,External WD NV ENERGY NORTH SPPCO - SPPC PYMT,141.91,,Posted,211.97
1,3/27/2023,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,128.87,,Posted,353.88
1,3/27/2023,,External DP VENMO  - CASHOUT,,47.3,Posted,482.75
1,3/27/2023,,External DP VENMO  - CASHOUT,,47.3,Posted,435.45
1,3/26/2023,,POS WD  L ESSENCE DAY SPA AND SRENO         NVUS,112.4,,Posted,388.15
1,3/25/2023,,POS WD  ROSS STORES #855       RENO         NVUS,71.39,,Posted,500.55
1,3/25/2023,,POS WD  DD DOORDASH LOSCUATRO  855-973-1040 CAUS,19.15,,Posted,571.94
1,3/25/2023,,POS WD  VZWRLSS*APOCC VISW     800-922-0204 FLUS,106.54,,Posted,591.09
1,3/24/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,1.65,,Posted,697.63
1,3/24/2023,,POS WD  VENMO*                 Visa Direct  NYUS,760.02,,Posted,699.28
1,3/22/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,4.58,,Posted,1459.3
1,3/22/2023,,External WD FARMERS INS  - EFT PYMT,17.21,,Posted,1463.88
1,3/21/2023,,POS WD  Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,1481.09
1,3/21/2023,,IAT Withdrawal IAT PAYPAL  1025889043832  CODEFINITY,7,,Posted,1491.08
1,3/21/2023,,POS WD  DMV-44                 775-684-4513 NVUS,72,,Posted,1498.08
1,3/20/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,5,,Posted,1570.08
1,3/20/2023,,POS WD ULTA #1167 4891 KIETZKE LANE      RENO         NVUS,55.22,,Posted,1575.08
1,3/20/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,10.49,,Posted,1630.3
1,3/20/2023,,External DP VENMO  - CASHOUT,,14,Posted,1640.79
1,3/20/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1626.79
1,3/19/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,8.28,,Posted,155.64
1,3/18/2023,,POS WD  DD DOORDASH GOLDENFLO  855-973-1040 CAUS,38.77,,Posted,163.92
1,3/18/2023,,POS WD  COSTCO WHSE #0025      RENO         NVUS,94.32,,Posted,202.69
1,3/17/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,11.01,,Posted,297.01
1,3/17/2023,,POS WD  APPLE.COM/BILL         408-974-1010 CAUS,2.99,,Posted,308.02
1,3/16/2023,,POS WD  COSTCO WHSE #0025      RENO         NVUS,3.24,,Posted,311.01
1,3/15/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,2.41,,Posted,314.25
1,3/15/2023,,POS WD  NETFLIX COM            LOS GATOS    CAUS,15.49,,Posted,316.66
1,3/15/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,24.96,,Posted,332.15
1,3/15/2023,,IAT Withdrawal IAT PAYPAL  1025821395101  RAHUL NAIR,36.74,,Posted,357.11
1,3/15/2023,,POS WD  VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,393.85
1,3/15/2023,,POS WD  SPOTIFY                877-778-1161 NYUS,9.99,,Posted,407.69
1,3/14/2023,,POS WD  DD DOORDASH THAILOTUS  855-973-1040 CAUS,23.51,,Posted,417.68
1,3/14/2023,,External DP VENMO  - CASHOUT,,65.36,Posted,441.19
1,3/12/2023,,POS WD  WINCO FOODS #17 2855 N Reno         NVUS,21.36,,Posted,375.83
1,3/11/2023,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,4.99,,Posted,397.19
1,3/11/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,148.12,,Posted,402.18
1,3/11/2023,,POS WD  BELINE CARNICERIA &amp;amp; DELRENO         NVUS,12.98,,Posted,550.3
1,3/10/2023,,POS WD MCDONALD'S F10489 120 LEMMON DR          RENO         NVUS,3.67,,Posted,563.28
1,3/9/2023,,POS WD MCDONALD'S F5023 5000 S VIRGINIA        RENO         NVUS,4.74,,Posted,566.95
1,3/9/2023,,POS WD  Amazon.com*H50TI67O1   Amzn.com/billWAUS,9.99,,Posted,571.69
1,3/8/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,4.99,,Posted,581.68
1,3/8/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,586.67
1,3/8/2023,,POS WD  VENMO*                 Visa Direct  NYUS,110.07,,Posted,686.67
1,3/8/2023,,POS WD  VENMO*                 Visa Direct  NYUS,25.83,,Posted,796.74
1,3/7/2023,,POS WD  AMAZON.COM             SEATTLE      WAUS,17.31,,Posted,822.57
1,3/7/2023,,Withdrawal Internet Transfer to xxx0643,50,,Posted,839.88
1,3/7/2023,,POS WD  ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,889.88
1,3/6/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,7.68,,Posted,931.81
1,3/6/2023,,POS WD  SP REMI                HTTPSREMICLUBCAUS,53.05,,Posted,939.49
1,3/6/2023,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,403.84,,Posted,992.54
1,3/6/2023,,External WD PAYPAL INSTANT TRANSFER - INST XFER,83.42,,Posted,1396.38
1,3/4/2023,,POS WD  METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,1479.8
1,3/3/2023,,POS WD  DUTCH BROS             541-955-4700 ORUS,10,,Posted,1515.46
1,3/3/2023,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,90.01,,Posted,1525.46
1,3/3/2023,,External DP VENMO  - CASHOUT,,21.5,Posted,1615.47
1,3/3/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1593.97
1,3/2/2023,,POS WD  DD DOORDASH LOSCUATRO  855-973-1040 CAUS,15.65,,Posted,122.82
1,3/2/2023,,External WD GEICO  - PREM COLL,111.82,,Posted,138.47
1,3/2/2023,,POS WD  UBER   EATS            HELP.UBER.COMCAUS,50.41,,Posted,250.29
1,3/1/2023,,External WD NV ENERGY NORTH SPPCO - SPPC PYMT,142.07,,Posted,300.7
1,2/28/2023,,Descriptive Deposit Cash Back Reward,,10,Posted,442.77
1,2/27/2023,,NOW Withdrawal  Zelle To TOBIN SCHULTZ +1-800-421-6674,99,,Posted,432.77
1,2/27/2023,,External WD PAYPAL INSTANT TRANSFER - INST XFER,20.08,,Posted,531.77
1,2/27/2023,,External DP VENMO  - CASHOUT,,9.51,Posted,551.85
1,2/27/2023,,External DP VENMO  - CASHOUT,,94.72,Posted,542.34
1,2/26/2023,,POS WD  DD DOORDASH ELPAISANO  855-973-1040 CAUS,25.46,,Posted,447.62
1,2/26/2023,,POS WD  VENMO*                 Visa Direct  NYUS,43.42,,Posted,473.08
1,2/25/2023,,POS WD  AMZN Mktp US*HP93V3722 Amzn.com/billWAUS,2.98,,Posted,516.5
1,2/25/2023,,POS WD  VZWRLSS*APOCC VISW     800-922-0204 FLUS,106.54,,Posted,519.48
1,2/24/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,27.61,,Posted,626.02
1,2/24/2023,,POS WD  VENMO*                 Visa Direct  NYUS,767.42,,Posted,653.63
1,2/24/2023,,Deposit Internet Transfer from xxx0643,,760,Posted,1421.05
1,2/24/2023,,"POS WD  ELLEN B. MCBRIDE, A PRORENO         NVUS",100,,Posted,661.05
1,2/24/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,27.48,,Posted,761.05
1,2/22/2023,,NOW Deposit  Zelle From IHC-Metlife Pet +1-800-421-6674,,91.16,Posted,788.53
1,2/21/2023,,POS WD  SQ *DEATH VALLEY COFFEEBEATTY       NVUS,9.53,,Posted,697.37
1,2/21/2023,,POS WD  CHEVRON/3 DESERTS TONOPTONOPAH      NVUS,4.78,,Posted,706.9
1,2/21/2023,,External WD FARMERS INS  - EFT PYMT,17.21,,Posted,711.68
1,2/20/2023,,POS WD  Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,728.89
1,2/18/2023,,POS WD  Death Valley Natural HiDeath Valley CAUS,5.87,,Posted,738.88
1,2/18/2023,,POS WD  Subway 48688           Tonopah      NVUS,6.82,,Posted,744.75
1,2/18/2023,,POS WD  CHEVRON/3 DESERTS TONOPTONOPAH      NVUS,3.49,,Posted,751.57
1,2/18/2023,,POS WD  TST* Hinoki Sushi      Reno         NVUS,20.96,,Posted,755.06
1,2/18/2023,,POS WD WAL-MART #4239 250 VISTA KNOLL PARKWAYRENO         NVUS,54.48,,Posted,776.02
1,2/17/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,2.49,,Posted,830.5
1,2/17/2023,,Withdrawal Internet Transfer to xxx0643,760,,Posted,832.99
1,2/17/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1592.99
1,2/17/2023,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,121.84
1,2/15/2023,,POS WD  WINCO FOODS #17 2855 N Reno         NVUS,51.43,,Posted,124.83
1,2/15/2023,,POS WD  Netflix.com            866-5797172  CAUS,15.49,,Posted,176.26
1,2/15/2023,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,150,Posted,191.75
1,2/15/2023,,POS WD  VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,41.75
1,2/15/2023,,POS WD  SPOTIFY                877-778-1161 NYUS,9.99,,Posted,55.59
1,2/14/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,12.65,,Posted,65.58
1,2/14/2023,,External DP VENMO  - CASHOUT,,4.47,Posted,78.23
1,2/12/2023,,POS WD  VENMO*                 Visa Direct  NYUS,100.24,,Posted,73.76
1,2/12/2023,,Deposit Internet Transfer from xxx0643,,80,Posted,174
1,2/12/2023,,POS WD  VENMO*                 Visa Direct  NYUS,7,,Posted,94
1,2/12/2023,,Deposit Internet Transfer from xxx0643,,50,Posted,101
1,2/11/2023,,POS WD APPLE COM ONE APPLE PARK WAY US  CUPERTINO    CAUS,4.99,,Posted,51
1,2/11/2023,,POS WD  WEB*Hostgator.com      713-5745287  MAUS,17.95,,Posted,55.99
1,2/11/2023,,POS WD  FS *filestar           877-3278914  CAUS,9,,Posted,73.94
1,2/11/2023,,POS WD  PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,1,,Posted,82.94
1,2/10/2023,,POS WD  Subway 3157            Reno         NVUS,10.75,,Posted,83.94
1,2/8/2023,,POS WD  RAISING CANE'S 432     RENO         NVUS,11.9,,Posted,94.69
1,2/8/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,106.59
1,2/8/2023,,External DP VENMO  - CASHOUT,,23.31,Posted,206.59
1,2/7/2023,,POS WD 7-ELEVEN 6150 S. MCCARRAN   US  RENO         NVUS,2.69,,Posted,183.28
1,2/7/2023,,Withdrawal Internet Transfer to xxx0643,50,,Posted,185.97
1,2/7/2023,,POS WD  ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,235.97
1,2/6/2023,,POS WD VCA ANIMAL 4792 CAUGHLIN PKWY US  RENO         NVUS,363.95,,Posted,277.9
1,2/6/2023,,POS WD  WINCO FOODS #12 9750 SOReno         NVUS,65.58,,Posted,641.85
1,2/6/2023,,POS WD  Subway 3157            Reno         NVUS,17.25,,Posted,707.43
1,2/6/2023,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,468.81,,Posted,724.68
1,2/5/2023,,POS WD  VENMO*                 Visa Direct  NYUS,137.59,,Posted,1193.49
1,2/5/2023,,POS WD  VENMO*                 Visa Direct  NYUS,49.01,,Posted,1331.08
1,2/5/2023,,POS WD  COSTCO WHSE #0025      RENO         NVUS,9.71,,Posted,1380.09
1,2/4/2023,,POS WD  AMAZON.COM             SEATTLE      WAUS,25.21,,Posted,1389.8
1,2/4/2023,,POS WD  METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,1415.01
1,2/3/2023,,Withdrawal Internet Transfer to xxx0643,26.37,,Posted,1450.67
1,2/3/2023,,POS WD  DUTCH BROS             541-955-4700 ORUS,10,,Posted,1477.04
1,2/3/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1487.04
1,2/2/2023,,POS WD MCDONALD'S F5023 5000 S VIRGINIA        RENO         NVUS,4.21,,Posted,15.89
1,2/2/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,8.29,,Posted,20.1
1,2/2/2023,,POS WD  TST* Hinoki Sushi      Reno         NVUS,28.86,,Posted,28.39
1,2/2/2023,,External WD GEICO  - PREM COLL,87.78,,Posted,57.25
1,2/1/2023,,Descriptive Deposit Cash Back Reward,,10,Posted,145.03
1,1/31/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,3.99,,Posted,135.03
1,1/31/2023,,POS WD  Subway 3157            Reno         NVUS,14.65,,Posted,139.02
1,1/30/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,15.93,,Posted,153.67
1,1/30/2023,,POS WD  VENMO*                 Visa Direct  NYUS,57.91,,Posted,169.6
1,1/29/2023,,POS WD  L ESSENCE DAY SPA AND SRENO         NVUS,44.4,,Posted,227.51
1,1/28/2023,,POS WD  AMZN Mktp US*L91Y240N3 Amzn.com/billWAUS,9.73,,Posted,271.91
1,1/28/2023,,POS WD  AMZN Mktp US*XN2E57WP3 Amzn.com/billWAUS,27.04,,Posted,281.64
1,1/28/2023,,POS WD  JACK IN THE BOX 7316   RENO         NVUS,25.18,,Posted,308.68
1,1/28/2023,,POS WD  QDOBA 2475             RENO         NVUS,15.27,,Posted,333.86
1,1/28/2023,,POS WD  AMZN Mktp US*HS4QP7413 Amzn.com/billWAUS,21.36,,Posted,349.13
1,1/27/2023,,POS WD  RAISING CANE'S 432     RENO         NVUS,11.9,,Posted,370.49
1,1/26/2023,,POS WD  COSTCO GAS #0025       RENO         NVUS,45.8,,Posted,382.39
1,1/26/2023,,External WD NV ENERGY NORTH SPPCO - SPPC PYMT,140.53,,Posted,428.19
1,1/26/2023,,POS WD  CHEWY.COM              800-672-4399 FLUS,22.81,,Posted,568.72
1,1/25/2023,,POS WD  Subway 3157            Reno         NVUS,15.94,,Posted,591.53
1,1/25/2023,,POS WD  VZWRLSS*APOCC VISW     800-922-0204 FLUS,106.54,,Posted,607.47
1,1/25/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,18.06,,Posted,714.01
1,1/25/2023,,External DP VENMO  - CASHOUT,,93.34,Posted,732.07
1,1/24/2023,,Withdrawal Internet Transfer to xxx0643,50,,Posted,638.73
1,1/24/2023,,POS WD  VENMO*                 Visa Direct  NYUS,756.49,,Posted,688.73
1,1/24/2023,,POS WD  VENMO*                 Visa Direct  NYUS,49.76,,Posted,1445.22
1,1/23/2023,,POS WD  STEAMGAMES.COM 42595229425-8899642  WAUS,9.74,,Posted,1494.98
1,1/22/2023,,POS WD  SALADWORKS - RENO      RENO         NVUS,32.46,,Posted,1504.72
1,1/21/2023,,POS WD  SHELL SERVICE STATION  RENO         NVUS,5.5,,Posted,1537.18
1,1/21/2023,,POS WD  TST* Hinoki Sushi      Reno         NVUS,21.8,,Posted,1542.68
1,1/21/2023,,POS WD WAL-MART #3254 5260 W 7TH ST          RENO         NVUS,4.47,,Posted,1564.48
1,1/21/2023,,POS WD  SAFEWAY #1210          RENO         NVUS,14.94,,Posted,1568.95
1,1/21/2023,,POS WD  ROSS STORES #855       RENO         NVUS,44.35,,Posted,1583.89
1,1/21/2023,,POS WD  SALLY BEAUTY 103 206 LERENO         NVUS,11.9,,Posted,1628.24
1,1/20/2023,,POS WD  Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,1640.14
1,1/20/2023,,External WD FARMERS INS  - EFT PYMT,17.21,,Posted,1650.13
1,1/20/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1667.34
1,1/19/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,11.16,,Posted,196.19
1,1/18/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,13.16,,Posted,207.35
1,1/18/2023,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,91,,Posted,220.51
1,1/17/2023,,External DP VENMO  - CASHOUT,,25.96,Posted,311.51
1,1/16/2023,,POS WD  IC* INSTACART          HTTPSINSTACARCAUS,52.71,,Posted,285.55
1,1/16/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,27.28,,Posted,338.26
1,1/16/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,2.15,,Posted,365.54
1,1/16/2023,,POS WD APPLE COM ONE APPLE PARK WAY US  CUPERTINO    CAUS,2.99,,Posted,367.69
1,1/15/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,15.06,,Posted,370.68
1,1/15/2023,,POS WD  NETFLIX COM            LOS GATOS    CAUS,15.49,,Posted,385.74
1,1/15/2023,,POS WD  VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,401.23
1,1/15/2023,,POS WD  SPOTIFY                877-778-1161 NYUS,9.99,,Posted,415.07
1,1/14/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,25.63,,Posted,425.06
1,1/14/2023,,POS WD  WINCO FOODS #17 2855 N Reno         NVUS,92.88,,Posted,450.69
1,1/14/2023,,POS WD  RAISING CANE'S 432     RENO         NVUS,11.9,,Posted,543.57
1,1/13/2023,,ATM Deposit GREATER NEVADA CU 1095 N HILLS BLVD      RENO         NVUS,,300,Posted,555.47
1,1/13/2023,,POS WD  COSTCO GAS #0025       RENO         NVUS,44.42,,Posted,255.47
1,1/12/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,5.28,,Posted,299.89
1,1/12/2023,,POS WD  IC* INSTACART          HTTPSINSTACARCAUS,3,,Posted,305.17
1,1/12/2023,,POS WD  Subway 3157            Reno         NVUS,14.26,,Posted,308.17
1,1/12/2023,,POS WD  AMZN Mktp US*JW5JX5EC3 Amzn.com/billWAUS,10.82,,Posted,322.43
1,1/12/2023,,POS WD  AMZN Mktp US*KN5RW3CT3 Amzn.com/billWAUS,8.65,,Posted,333.25
1,1/12/2023,,POS WD  IC* INSTACART          HTTPSINSTACARCAUS,24.31,,Posted,341.9
1,1/11/2023,,ATM Deposit GREATER NEVADA CU 1095 N HILLS BLVD      RENO         NVUS,,330,Posted,366.21
1,1/11/2023,,POS WD  VENMO*                 San Jose     CAUS,20,,Posted,36.21
1,1/11/2023,,POS WD  WEB*Hostgator.com      713-5745287  MAUS,17.95,,Posted,56.21
1,1/11/2023,,POS WD  FS *filestar           877-3278914  CAUS,9,,Posted,74.16
1,1/10/2023,,Deposit Internet Transfer from xxx0643,,35,Posted,83.16
