"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/25/2021","Internet transfer from US BANK NA DDA account","Internet transfer from US BANK NA DDA account XXXXXXXX5233","1400.00","credit","Transfer","High Yield Savings Acct","",""
"8/23/2021","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","47.83","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"8/23/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1029.90","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"8/23/2021","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","0.92","credit","Bonus","DISCOVER IT CHROME CARD","",""
"8/19/2021","CHEGG ORDER 855-440-1323 CA","CHEGG ORDER 855-440-1323 CA","14.95","debit","Books & Supplies","DISCOVER IT CHROME CARD","",""
"8/16/2021","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","15.87","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"8/14/2021","Interest Payment","Interest Payment","0.03","credit","Interest Income","High Yield Savings Acct","",""
"8/10/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","224.98","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"8/10/2021","Internet transfer from US BANK NA DDA account","Internet transfer from US BANK NA DDA account XXXXXXXX5233","250.00","credit","Transfer","High Yield Savings Acct","",""
"8/03/2021","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","45.89","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"7/27/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","36.43","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"7/18/2021","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","0.57","credit","Bonus","DISCOVER IT CHROME CARD","",""
"7/16/2021","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","16.09","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"7/14/2021","Interest Payment","Interest Payment","0.01","credit","Interest Income","High Yield Savings Acct","",""
"7/12/2021","Internet transfer from US BANK NA DDA account","Internet transfer from US BANK NA DDA account XXXXXXXX5233","20.00","credit","Transfer","High Yield Savings Acct","",""
"6/30/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","45.17","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"6/21/2021","UBR POSTMATES 866-576-1039 CA","UBR POSTMATES 866-576-1039 CA","2.00","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"6/21/2021","UBR POSTMATES 866-576-1039 CA","UBR POSTMATES 866-576-1039 CA","26.54","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"6/17/2021","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","3.12","credit","Bonus","DISCOVER IT CHROME CARD","",""
"6/16/2021","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","18.62","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"6/14/2021","Interest Payment","Interest Payment","0.01","credit","Interest Income","High Yield Savings Acct","",""
"6/12/2021","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA4UL3Q3TS9E8J","10.00","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"6/10/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","292.00","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"6/05/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","38.00","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"6/02/2021","SMITHS 5344 RENO NV","SMITHS 5344 RENO NV","82.47","debit","Groceries","DISCOVER IT CHROME CARD","",""
"5/31/2021","Galaxy Theatres, LLC","GALAXY THEATRE LEGENDS SPARKS NVAPPLE PAY ENDING I","22.00","debit","Movies & DVDs","DISCOVER IT CHROME CARD","",""
"5/25/2021","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","42.09","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"5/25/2021","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","7.02","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"5/25/2021","PHO 777 RENO NVAPPLE PAY ENDING IN 2461","PHO 777 RENO NVAPPLE PAY ENDING IN 2461","45.98","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"5/25/2021","Withdrawal","Withdrawal","277.12","debit","Investments","NEVADA PUBLIC EMPLOYEES FICA ALTERNATIVE PLAN","",""
"5/22/2021","Pizza Reno","PIZANOS PIZZA RENO RENO NVAPPLE PAY ENDING IN 2461","8.81","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"5/20/2021","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2461","15.29","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"5/20/2021","Express Internet transfer to BANK OF AMERICA, N.A. DDA account","Express Internet transfer to BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","45.00","debit","Transfer","High Yield Savings Acct","",""
"5/16/2021","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","17.81","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"5/14/2021","Interest Payment","Interest Payment","0.01","credit","Interest Income","High Yield Savings Acct","",""
"5/08/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","50.00","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"5/04/2021","Internet transfer from BANK OF AMERICA, N.A. DDA account","Internet transfer from BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","30.71","credit","Transfer","High Yield Savings Acct","",""
"4/28/2021","Mercy Angel","PAYPAL *MERCYANGELA 402-935-7733 CA","30.00","debit","Charity","DISCOVER IT CHROME CARD","",""
"4/26/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","60.00","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"4/23/2021","eBay","EBAY O 27-06756-63573 SAN JOSE CA","96.36","credit","Shopping","DISCOVER IT CHROME CARD","",""
"4/19/2021","CHEGG ORDER 844-224-5952 CA","CHEGG ORDER 844-224-5952 CA","14.95","debit","Books & Supplies","DISCOVER IT CHROME CARD","",""
"4/17/2021","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","23.59","credit","Bonus","DISCOVER IT CHROME CARD","",""
"4/16/2021","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","16.96","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"4/14/2021","Interest Payment","Interest Payment","0.07","credit","Interest Income","High Yield Savings Acct","",""
"4/13/2021","Good Grades Reward","GOOD GRADES REWARD","20.00","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"4/12/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","50.00","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"4/09/2021","Internet transfer from BANK OF AMERICA, N.A. DDA account","Internet transfer from BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","27.33","credit","Transfer","High Yield Savings Acct","",""
"4/07/2021","DMV","DMV-08 RENO NV","30.25","debit","Auto & Transport","DISCOVER IT CHROME CARD","",""
"4/07/2021","Dutch Bros., LLC","PP*DUTCHBROSLL SAN JOSE CA","7.50","debit","Coffee Shops","DISCOVER IT CHROME CARD","",""
"4/07/2021","DMV","DMV-08 RENO NV","31.06","debit","Auto & Transport","DISCOVER IT CHROME CARD","",""
"4/07/2021","Safeway","SAFEWAY #2656 SPARKS NV","5.40","debit","Groceries","DISCOVER IT CHROME CARD","",""
"4/07/2021","Smith's Food","SMITHS-FOOD #4378 RENO NV","44.44","debit","Groceries","DISCOVER IT CHROME CARD","",""
"4/06/2021","MAVERIK #443 RENO NV","MAVERIK #443 RENO NV","5.48","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"4/06/2021","MAVERIK #443 RENO NV","MAVERIK #443 RENO NV","41.49","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"4/06/2021","MEDIALOOT 8778877815 PA","MEDIALOOT 8778877815 PA","6.00","debit","Parking","DISCOVER IT CHROME CARD","",""
"4/05/2021","McDonald's","MCDONALD'S F11624 RENO NV","3.78","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"4/04/2021","McDonald's","MCDONALD'S F10489 RENO NV","1.08","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"4/03/2021","McDonald's","MCDONALD'S F10489 RENO NV","4.21","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"4/01/2021","ANTONIOS RENO NV","ANTONIOS RENO NV","11.28","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/31/2021","AutoZone","AUTOZONE #4137 RENO NV","25.97","debit","Service & Parts","DISCOVER IT CHROME CARD","",""
"3/31/2021","AutoZone","AUTOZONE #4137 RENO NV","25.97","debit","Service & Parts","DISCOVER IT CHROME CARD","",""
"3/31/2021","AutoZone","AUTOZONE #4137 RENO NV","25.97","credit","Service & Parts","DISCOVER IT CHROME CARD","",""
"3/31/2021","SALADWORKS - RENO - ECOM RENO NV","SALADWORKS - RENO - ECOM RENO NV","20.55","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/31/2021","Instant Smog","INSTANT SMOG RENO NV","30.00","debit","Service & Parts","DISCOVER IT CHROME CARD","",""
"3/31/2021","Other","Other","0.55","debit","Investments","NEVADA PUBLIC EMPLOYEES FICA ALTERNATIVE PLAN","",""
"3/30/2021","McDonald's","MCDONALD'S F1064 RENO NV","6.91","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/30/2021","Smith's Food","SMITHS FOOD # 4344 RENO NV","15.54","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/29/2021","Smith's Food","SMITHS FOOD # 4344 RENO NV","2.84","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/27/2021","McDonald's","MCDONALD'S F10489 RENO NV","6.38","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/26/2021","POSTMATES 7FC88 PHO 77 8778877815 CA","POSTMATES 7FC88 PHO 77 8778877815 CA","26.78","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/25/2021","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","6.72","credit","Bonus","DISCOVER IT CHROME CARD","",""
"3/25/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","35.00","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"3/24/2021","SMITHS 5344 RENO NV","SMITHS 5344 RENO NV","92.10","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/24/2021","Smith's Food","SMITHS FOOD # 4344 RENO NV","20.39","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/23/2021","McDonald's","MCDONALD'S F10489 RENO NV","11.66","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/23/2021","MAVERIK #443 RENO NV","MAVERIK #443 RENO NV","35.44","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"3/23/2021","Uber Eats","UBER EATS 866-576-1039 CAAPPLE PAY ENDING IN 2764","3.59","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/23/2021","Uber Eats","UBER EATS 866-576-1039 CAAPPLE PAY ENDING IN 2764","20.62","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/22/2021","AutoZone","AUTOZONE #4137 RENO NV","10.82","debit","Service & Parts","DISCOVER IT CHROME CARD","",""
"3/22/2021","Shell","SHELL 57429902208 RENO NV","10.00","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"3/22/2021","Smith's Food","SMITHS FOOD # 4344 RENO NV","36.11","debit","Groceries","DISCOVER IT CHROME CARD","",""
"3/22/2021","Panera Bread","PANERA BREAD #202203 P ROSEVILLE CA02227R","13.49","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"3/21/2021","INSOMNIA COOKIES - RENO RENO NV","INSOMNIA COOKIES - RENO RENO NV","23.12","debit","Food & Dining","DISCOVER IT CHROME CARD","",""
"3/21/2021","ANKIT CODING HUB GOSQ.COM FL000230584301379770","SQ *ANKIT CODING HUB GOSQ.COM FL000230584301379770","40.00","debit","Hair","DISCOVER IT CHROME CARD","",""
"3/20/2021","LA VICTORIA COFFEE RENO NV00023058430137927799","SQ *LA VICTORIA COFFEE RENO NV00023058430137927799","12.73","debit","Coffee Shops","DISCOVER IT CHROME CARD","",""
"3/20/2021","McDonald's","MCDONALD'S F19928 SPARKS NV","4.32","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/20/2021","Uber Eats","UBER EATS 866-576-1039 CAAPPLE PAY ENDING IN 2764","3.34","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/20/2021","Mwintsoph Enterprises LLC","SQ *MWINTSOPH ENTERPRI RENO NV00023058430137928432","16.74","debit","Business Services","DISCOVER IT CHROME CARD","",""
"3/19/2021","Victoria's Secret","VICTORIASSECRET.COM 800-888-1500 OH","50.34","debit","Clothing","DISCOVER IT CHROME CARD","",""
"3/19/2021","Uber Eats","UBER EATS 866-576-1039 CAAPPLE PAY ENDING IN 2764","22.29","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/19/2021","CHEGG ORDER 844-224-5952 CA","CHEGG ORDER 844-224-5952 CA","14.95","debit","Books & Supplies","DISCOVER IT CHROME CARD","",""
"3/19/2021","Express Internet transfer to BANK OF AMERICA, N.A. DDA account","Express Internet transfer to BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","1000.00","debit","Transfer","High Yield Savings Acct","",""
"3/19/2021","Withdraw","Withdraw","5.86","debit","Investments","Robinhood Investments","",""
"3/18/2021","eBay","EBAY O 27-06756-63573 SAN JOSE CA","96.36","debit","Shopping","DISCOVER IT CHROME CARD","",""
"3/18/2021","McDonald's","MCDONALD'S F10489 RENO NV","4.21","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/18/2021","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA78035327UMDD","10.00","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/18/2021","HONGCHENKEJ EBA XXX-XXX-7733 CA","PAYPAL *HONGCHENKEJ EBA 402-935-7733 CA","42.21","debit","Shopping","DISCOVER IT CHROME CARD","",""
"3/18/2021","eBay","PAYPAL *QUIRKPARTS EBAY 402-935-7733 CA","55.18","debit","Shopping","DISCOVER IT CHROME CARD","",""
"3/17/2021","POSTMATES TIP CA","POSTMATES TIP 8778877815 CA","4.26","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/17/2021","Subway","POSTMATES 7FC88 SUBWAY 8778877815 CA","17.03","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"3/16/2021","Internet transfer to BANK OF AMERICA, N.A. DDA account","Internet transfer to BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","50.00","debit","Transfer","High Yield Savings Acct","",""
"3/16/2021","Internet transfer to BANK OF AMERICA, N.A. DDA account","Internet transfer to BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","2549.00","debit","Transfer","High Yield Savings Acct","",""
"3/16/2021","UPS Market Sell","UPS Market Sell","5.81","credit","Sell","Robinhood Investments","",""
"3/15/2021","McDonald's","MCDONALD'S F10489 RENO NV","18.57","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/15/2021","Internet transfer from BANK OF AMERICA, N.A. DDA account","Internet transfer from BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","1001.00","credit","Transfer","High Yield Savings Acct","",""
"3/14/2021","Interest Payment","Interest Payment","0.51","credit","Interest Income","High Yield Savings Acct","",""
"3/12/2021","Amazon","AMZN MKTP US*8I5CU6I43 AMZN.COM/BILLWA4I9UD7QUXEL","71.37","debit","Shopping","DISCOVER IT CHROME CARD","",""
"3/10/2021","SMITHS-FUEL #9344 RENO NV","SMITHS-FUEL #9344 RENO NV","40.49","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"3/10/2021","Michael Aramini DPM","MICHAEL B ARAMINI DPM RENO NV","259.30","debit","Doctor","DISCOVER IT CHROME CARD","",""
"3/09/2021","McDonald's","MCDONALD'S FX0489 RENO NV","7.77","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/08/2021","Express Internet transfer to BANK OF AMERICA, N.A. DDA account","Express Internet transfer to BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","200.00","debit","Transfer","High Yield Savings Acct","",""
"3/06/2021","POSTMATES TIP 8778877815 CA","POSTMATES TIP XXXXXX7815 CA","5.61","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/06/2021","POSTMATES 7FC88 BLUEFI 8778877815 CA","POSTMATES XFCXX BLUEFI XXXXXX7815 CA","28.07","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"3/04/2021","RedEnvelope","REDEVELOPMENT AGENCY OF RENO NV","30.00","debit","Gift","DISCOVER IT CHROME CARD","",""
"3/03/2021","Internet transfer from BANK OF AMERICA, N.A. DDA account","Internet transfer from BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","1742.58","credit","Transfer","High Yield Savings Acct","",""
"3/02/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","805.71","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"3/02/2021","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","10.10","credit","Bonus","DISCOVER IT CHROME CARD","",""
"3/02/2021","Internet transfer from BANK OF AMERICA, N.A. DDA account","Internet transfer from BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","512.00","credit","Transfer","High Yield Savings Acct","",""
"3/01/2021","DIANA WRIGHT, PSY.D, LLC RENO NV","DIANA WRIGHT, PSY.D, LLC RENO NV","100.00","debit","Doctor","DISCOVER IT CHROME CARD","",""
"3/01/2021","Internet transfer from BANK OF AMERICA, N.A. DDA account","Internet transfer from BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","134.00","credit","Transfer","High Yield Savings Acct","",""
"2/22/2021","CHEGG ORDER 844-224-5952 CA","CHEGG ORDER 844-224-5952 CA","13.88","debit","Books & Supplies","DISCOVER IT CHROME CARD","",""
"2/20/2021","DOORDASH*RAISING CANES 6506819470 CA","DOORDASH*RAISING CANES 6506819470 CA","17.07","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"2/16/2021","Internet transfer from BANK OF AMERICA, N.A. DDA account","Internet transfer from BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","133.50","credit","Transfer","High Yield Savings Acct","",""
"2/14/2021","DOORDASH*GOLDEN FLOWER 6506819470 CA","DOORDASH*GOLDEN FLOWER 6506819470 CA","32.50","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"2/14/2021","Interest Payment","Interest Payment","0.10","credit","Interest Income","High Yield Savings Acct","",""
"2/08/2021","Smith's Food","SMITHS FOOD # 4344 RENO NV","19.45","debit","Groceries","DISCOVER IT CHROME CARD","",""
"2/07/2021","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2764","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2764","32.39","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"2/07/2021","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2764","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2764","4.29","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"2/02/2021","UPS Market Buy","UPS Market Buy","5.71","credit","Buy","Robinhood Investments","",""
"2/02/2021","UPS Market Buy","UPS Market Buy","0.06","credit","Buy","Robinhood Investments","",""
"2/01/2021","Walmart Market Sell","Walmart Market Sell","5.77","credit","Sell","Robinhood Investments","",""
"1/31/2021","Dollar Tree","DOLLAR TREE RENO NV","12.99","debit","Shopping","DISCOVER IT CHROME CARD","",""
"1/31/2021","Party City","PARTY CITY 646 RENO NV03178R","49.70","debit","Entertainment","DISCOVER IT CHROME CARD","",""
"1/31/2021","Party City","PARTY CITY 646 RENO NV03127R","57.15","debit","Entertainment","DISCOVER IT CHROME CARD","",""
"1/31/2021","Dollar Tree","DOLLAR TREE RENO NV","2.17","debit","Shopping","DISCOVER IT CHROME CARD","",""
"1/31/2021","Dollar Tree","DOLLAR TREE RENO NV","11.91","debit","Shopping","DISCOVER IT CHROME CARD","",""
"1/31/2021","Party City","PARTY CITY 646 RENO NV03190R","58.55","debit","Entertainment","DISCOVER IT CHROME CARD","",""
"1/30/2021","PP*DUTCH BROS NV0601 SAN JOSE CA","PP*DUTCH BROS NV0601 SAN JOSE CA","4.50","debit","Coffee Shops","DISCOVER IT CHROME CARD","",""
"1/30/2021","Doordash","DOORDASH 6506819470 CA","5.33","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"1/29/2021","Doordash","DOORDASH*EGG ROLL KING 6506819470 CA","26.61","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"1/27/2021","MAVERIK #443 RENO NV","MAVERIK #443 RENO NV","36.17","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"1/25/2021","Internet transfer from BANK OF AMERICA, N.A. DDA account","Internet transfer from BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","127.00","credit","Transfer","High Yield Savings Acct","",""
"1/24/2021","POSTMATES 7FC88 FINBOM 8778877815 CA","POSTMATES 7FC88 FINBOM 8778877815 CA","26.84","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"1/23/2021","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA402403395K3O","5.90","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"1/21/2021","Amazon","AMZN MKTP US*AO42T8R03 AMZN.COM/BILLWA1BKUCLYZRC0","31.40","debit","Shopping","DISCOVER IT CHROME CARD","",""
"1/21/2021","Amazon","AMZN MKTP US*WQ77O1Q03 AMZN.COM/BILLWA48CEQ8XPFK9","43.25","debit","Shopping","DISCOVER IT CHROME CARD","",""
"1/21/2021","Smith's Food","SMITHS FOOD # 4344 RENO NV","50.02","debit","Groceries","DISCOVER IT CHROME CARD","",""
"1/19/2021","CHEGG ORDER 844-224-5952 CA","CHEGG ORDER 844-224-5952 CA","14.95","debit","Books & Supplies","DISCOVER IT CHROME CARD","",""
"1/19/2021","Amazon","AMZN MKTP US*FP9PP4573 AMZN.COM/BILLWA6RVEVTOMZV0","64.95","debit","Shopping","DISCOVER IT CHROME CARD","",""
"1/19/2021","Diana Wright Psy","DIANA WRIGHT, PSY.D, LLC RENO NV","35.00","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"1/19/2021","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","7.89","credit","Bonus","DISCOVER IT CHROME CARD","",""
"1/19/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1111.02","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"1/17/2021","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA40412868EJVD","8.23","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"1/16/2021","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","11.45","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"1/16/2021","Whole Foods","WHOLEFDS RNO 10293 RENO NV","32.01","debit","Groceries","DISCOVER IT CHROME CARD","",""
"1/16/2021","Trader Joe's","TRADER JOE'S #082 QPS RENO NV","126.83","debit","Groceries","DISCOVER IT CHROME CARD","",""
"1/15/2021","MAVERIK #590 RENO NVAPPLE PAY ENDING IN 2764","MAVERIK #590 RENO NVAPPLE PAY ENDING IN 2764","34.66","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"1/14/2021","DIANA WRIGHT, PSY.D, LLC RENO NV","DIANA WRIGHT, PSY.D, LLC RENO NV","35.00","debit","Doctor","DISCOVER IT CHROME CARD","",""
"1/14/2021","Interest Payment","Interest Payment","0.03","credit","Interest Income","High Yield Savings Acct","",""
"1/13/2021","Downtown Vision","DOWNTOWN VISION INC RENO NV","103.20","debit","Eyecare","DISCOVER IT CHROME CARD","",""
"1/13/2021","Amazon","AMAZON PRIME*GV4JB11S3 AMZN.COM/BILLWA6RF7XVRI12N","6.49","debit","Shopping","DISCOVER IT CHROME CARD","",""
"1/13/2021","Walmart Market Buy","Walmart Market Buy","6.09","credit","Buy","Robinhood Investments","",""
"1/13/2021","Walmart Market Buy","Walmart Market Buy","0.00","credit","Buy","Robinhood Investments","",""
"1/12/2021","IVY* SESSION PAYMENT 4154032489 CA","IVY* SESSION PAYMENT 4154032489 CA","10.00","debit","Entertainment","DISCOVER IT CHROME CARD","",""
"1/10/2021","POSTMATES 7FC88 RAISIN 8778877815 CA","POSTMATES 7FC88 RAISIN 8778877815 CA","27.66","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"1/08/2021","Internet transfer from BANK OF AMERICA, N.A. DDA account","Internet transfer from BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","139.84","credit","Transfer","High Yield Savings Acct","",""
"1/08/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","600.00","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"1/05/2021","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2764","MAVERIK #443 RENO NVAPPLE PAY ENDING IN 2764","28.27","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"1/05/2021","IVY* SESSION PAYMENT 4154032489 CA","IVY* SESSION PAYMENT 4154032489 CA","5.00","debit","Entertainment","DISCOVER IT CHROME CARD","",""
"1/05/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","19.28","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"1/04/2021","Smith's Food","SMITHS FOOD # 4344 RENO NV","41.97","debit","Groceries","DISCOVER IT CHROME CARD","",""
"12/31/2020","Other","Other","0.55","debit","Investments","NEVADA PUBLIC EMPLOYEES FICA ALTERNATIVE PLAN","",""
"12/28/2020","Steam Games","STEAMPOWERED.COM 425-952-2985 WA","86.23","debit","Entertainment","DISCOVER IT CHROME CARD","",""
"12/28/2020","I V Y Labs, Inc.","I V Y LABS, INC. 4154032489 CA","35.00","debit","Doctor","DISCOVER IT CHROME CARD","",""
"12/26/2020","SMITHS 5344 RENO NV","SMITHS 5344 RENO NV","68.65","debit","Groceries","DISCOVER IT CHROME CARD","",""
"12/26/2020","Amazon","AMAZON.COM*3Q7K75IN3 AMZN.COM/BILLWA40V8PJ6M8FX","28.25","debit","Shopping","DISCOVER IT CHROME CARD","",""
"12/24/2020","Internet transfer to BANK OF AMERICA, N.A. DDA account","Internet transfer to BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","42.81","debit","Transfer","High Yield Savings Acct","",""
"12/24/2020","Apple Market Sell","Apple Market Sell","6.09","credit","Sell","Robinhood Investments","",""
"12/23/2020","Internet transfer to BANK OF AMERICA, N.A. DDA account","Internet transfer to BANK OF AMERICA, N.A. DDA account XXXXXXXX8904","20.00","debit","Transfer","High Yield Savings Acct","",""
